"Country" "Region" "Year" "Population" "LifeExpectancy" "HealthExpenditure"
"Singapore" "East Asia & Pacific" 2007 4588600 80.44146341 14.48828216
"Slovak Republic" "Europe & Central Asia" 2007 5397318 74.20731707 10.77314651
"Slovenia" "Europe & Central Asia" 2007 2018122 78.56097561 18.36157646
"Solomon Islands" "East Asia & Pacific" 2007 496490 66.28378049 0.6849644096
"South Africa" "Sub-Saharan Africa" 2007 48257282 51.00365854 4.564692499
"Spain" "Europe & Central Asia" 2007 44878945 80.87317073 27.29462798
"Sri Lanka" "South Asia" 2007 20039000 74.31207317 0.6020064505
"St. Lucia" "Latin America & Caribbean" 2007 168338 73.72321951 4.568027036
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2007 109060 71.51546341 2.459156202
"Sudan" "Sub-Saharan Africa" 2007 31934782 60.17860976 0.6935011431
"Suriname" "Latin America & Caribbean" 2007 510136 69.46841463 3.329980805
"Swaziland" "Sub-Saharan Africa" 2007 1020102 46.7695122 1.863937432
"Sweden" "Europe & Central Asia" 2007 9148092 80.9 45.08450278
"Switzerland" "Europe & Central Asia" 2007 7551117 81.74146341 60.50911859
"Syrian Arab Republic" "Middle East & North Africa" 2007 19245438 75.25878049 0.7938885487
"Tajikistan" "Europe & Central Asia" 2007 6604426 66.32378049 0.3011119553
"Tanzania" "Sub-Saharan Africa" 2007 41068185 54.9425122 0.2332070456
"Thailand" "East Asia & Pacific" 2007 67796451 73.46590244 1.298400743
"Togo" "Sub-Saharan Africa" 2007 5652811 55.62619512 0.28987533
"Tonga" "East Asia & Pacific" 2007 102254 71.73804878 2.051404712
"Trinidad and Tobago" "Latin America & Caribbean" 2007 1325672 69.06614634 7.874729646
"Tunisia" "Middle East & North Africa" 2007 10225100 74.20243902 2.167013258
"Turkey" "Europe & Central Asia" 2007 69992754 72.81065854 5.564176865
"Turkmenistan" "Europe & Central Asia" 2007 4858843 64.59831707 1.127256641
"Uganda" "Sub-Saharan Africa" 2007 30339895 51.72968293 0.3791286647
"Ukraine" "Europe & Central Asia" 2007 46509350 68.22219512 1.959739908
"United Arab Emirates" "Middle East & North Africa" 2007 5405541 76.03843902 12.04028251
"United Kingdom" "Europe & Central Asia" 2007 60986649 79.44878049 39.10352301
"United States" "North America" 2007 301231207 77.83902439 74.82458818
"Uruguay" "Latin America & Caribbean" 2007 3323906 75.85512195 5.608447877
"Uzbekistan" "Europe & Central Asia" 2007 26868000 67.41129268 0.4696308014
"Vanuatu" "East Asia & Pacific" 2007 222377 69.94465854 1.095775608
"Venezuela, RB" "Latin America & Caribbean" 2007 27483000 73.56243902 4.97794225
"Vietnam" "East Asia & Pacific" 2007 84221100 74.16534146 0.5839865327
"Yemen, Rep." "Middle East & North Africa" 2007 21946990 63.66534146 0.5743712459
"Zambia" "Sub-Saharan Africa" 2007 12055384 46.19763415 0.5398641695
"Albania" "Europe & Central Asia" 2008 3181397 76.6207561 2.440244875
"Algeria" "Middle East & North Africa" 2008 34428028 72.38904878 1.857074854
"Angola" "Sub-Saharan Africa" 2008 18037964 49.84741463 1.794320957
"Argentina" "Latin America & Caribbean" 2008 39714298 75.29253659 6.851687561
"Armenia" "Europe & Central Asia" 2008 3079087 73.49595122 1.427180898
"Australia" "East Asia & Pacific" 2008 21384400 81.39512195 42.37325456
"Austria" "Europe & Central Asia" 2008 8336926 80.23414634 52.1140999
"Azerbaijan" "Europe & Central Asia" 2008 8763400 70.06785366 2.389227146
"Bahamas, The" "Latin America & Caribbean" 2008 333661 74.69385366 18.05112269
"Bahrain" "Middle East & North Africa" 2008 1052359 74.75860976 7.735133927
"Bangladesh" "South Asia" 2008 145478300 68.00402439 0.1935205288
"Barbados" "Latin America & Caribbean" 2008 272180 76.26436585 9.581784845
"Belarus" "Europe & Central Asia" 2008 9528000 70.45609756 3.73347528
"Belgium" "Europe & Central Asia" 2008 10709973 79.6804878 47.33081216
"Belize" "Latin America & Caribbean" 2008 322100 75.3775122 2.350139676
"Benin" "Sub-Saharan Africa" 2008 8355980 54.78731707 0.3330743986
"Bhutan" "South Asia" 2008 701363 66.15131707 0.9401990413
"Bolivia" "Latin America & Caribbean" 2008 9618466 65.65809756 0.8547783675
"Bosnia and Herzegovina" "Europe & Central Asia" 2008 3774164 75.10631707 4.34335112
"Botswana" "Sub-Saharan Africa" 2008 1954822 52.66368293 3.046029051
"Brazil" "Latin America & Caribbean" 2008 191543237 72.42709756 7.150808321
"Brunei Darussalam" "East Asia & Pacific" 2008 384695 77.66229268 8.769586543
"Bulgaria" "Europe & Central Asia" 2008 7623395 72.96341463 4.741028261
"Burkina Faso" "Sub-Saharan Africa" 2008 15515258 53.9824878 0.3651270656
"Burundi" "Sub-Saharan Africa" 2008 7943385 48.9757561 0.1908096604
"Cambodia" "East Asia & Pacific" 2008 13822644 61.58085366 0.4050030447
"Cameroon" "Sub-Saharan Africa" 2008 18758778 50.16090244 0.6383443112
"Canada" "North America" 2008 33317662 80.96487805 46.29676836
"Cape Verde" "Sub-Saharan Africa" 2008 487371 73.33619512 1.45482492
"Central African Republic" "Sub-Saharan Africa" 2008 4237961 46.1632439 0.2016734572
"Chad" "Sub-Saharan Africa" 2008 10653762 48.6057561 0.2803007806
"Chile" "Latin America & Caribbean" 2008 16795593 78.64721951 7.605572579
"China" "East Asia & Pacific" 2008 1324655000 72.83534146 1.566122151
"Colombia" "Latin America & Caribbean" 2008 45005782 72.98434146 3.685835199
"Comoros" "Sub-Saharan Africa" 2008 697034 59.86117073 0.4046590601
"Congo, Dem. Rep." "Sub-Saharan Africa" 2008 62474901 47.55734146 0.1370413496
"Congo, Rep." "Sub-Saharan Africa" 2008 3836339 56.15934146 0.6445655959
"Costa Rica" "Latin America & Caribbean" 2008 4522124 78.94626829 6.147904998
"Cote d'Ivoire" "Sub-Saharan Africa" 2008 18987007 53.37770732 0.718340777
"Croatia" "Europe & Central Asia" 2008 4434000 75.91219512 12.24041833
"Cuba" "Latin America & Caribbean" 2008 11266905 78.54741463 5.840994651
"Cyprus" "Europe & Central Asia" 2008 1077001 79.02146341 21.82163605
"Czech Republic" "Europe & Central Asia" 2008 10424336 76.97560976 14.73828372
"Denmark" "Europe & Central Asia" 2008 5493621 78.44634146 63.7610081
"Djibouti" "Middle East & North Africa" 2008 855636 56.75509756 0.8247327166
"Dominican Republic" "Latin America & Caribbean" 2008 9664948 72.72895122 2.465284124
"Ecuador" "Latin America & Caribbean" 2008 14056740 75.15058537 2.771009277
"Egypt, Arab Rep." "Middle East & North Africa" 2008 78323298 72.47543902 1.012424499
"El Salvador" "Latin America & Caribbean" 2008 6129628 71.31087805 2.159022427
"Equatorial Guinea" "Sub-Saharan Africa" 2008 662327 50.24721951 7.452193535
"Eritrea" "Sub-Saharan Africa" 2008 4947521 60.10526829 0.0947048066
"Estonia" "Europe & Central Asia" 2008 1340675 73.77073171 10.73078209
"Ethiopia" "Sub-Saharan Africa" 2008 79446419 57.45078049 0.1404361326
"Fiji" "East Asia & Pacific" 2008 843651 68.97158537 1.536235984
"Finland" "Europe & Central Asia" 2008 5313399 79.56829268 42.49934641
"France" "Europe & Central Asia" 2008 64370515 80.86829268 48.62348834
"Gabon" "Sub-Saharan Africa" 2008 1450310 61.38112195 2.633325999
"Gambia, The" "Sub-Saharan Africa" 2008 1636107 57.5242439 0.2542957667
"Germany" "Europe & Central Asia" 2008 82110097 79.73658537 47.16107846
"Ghana" "Sub-Saharan Africa" 2008 23264176 62.8735122 0.6852161415
"Greece" "Europe & Central Asia" 2008 11237094 79.93902439 33.13894098
"Grenada" "Latin America & Caribbean" 2008 103723 75.32178049 4.740900717
"Guatemala" "Latin America & Caribbean" 2008 13690846 70.35234146 1.985049907
"Guinea" "Sub-Saharan Africa" 2008 9559110 52.6872439 0.2892021531
"Guinea-Bissau" "Sub-Saharan Africa" 2008 1453757 46.95926829 0.3405591605
"Guyana" "Latin America & Caribbean" 2008 751578 68.79921951 1.716123182
"Haiti" "Latin America & Caribbean" 2008 9736332 61.07478049 0.3602528666
"Honduras" "Latin America & Caribbean" 2008 7302742 72.24097561 1.597012757
"Hungary" "Europe & Central Asia" 2008 10038188 73.70243902 11.46578624
"Iceland" "Europe & Central Asia" 2008 317414 81.6097561 48.80994785
"India" "South Asia" 2008 1190863679 64.42295122 0.4270130646
"Indonesia" "East Asia & Pacific" 2008 234951154 68.07514634 0.6175383003
"Iran, Islamic Rep." "Middle East & North Africa" 2008 72289291 72.21965854 3.125518964
"Ireland" "Europe & Central Asia" 2008 4425683 79.14146341 52.41043435
"Israel" "Middle East & North Africa" 2008 7308800 80.95121951 21.24360105
"Italy" "Europe & Central Asia" 2008 59832179 81.38536585 34.71678586
"Jamaica" "Latin America & Caribbean" 2008 2687200 72.32302439 2.723248162
"Jordan" "Middle East & North Africa" 2008 5787000 73.01621951 3.29706989
"Kazakhstan" "Europe & Central Asia" 2008 15673999 67.02195122 3.298598113
"Kenya" "Sub-Saharan Africa" 2008 38455418 55.12421951 0.3319619238
"Korea, Rep." "East Asia & Pacific" 2008 48949000 79.83268293 12.28757283
"Kuwait" "Middle East & North Africa" 2008 2548351 74.37829268 11.17342301
"Kyrgyz Republic" "Europe & Central Asia" 2008 5318700 68.45121951 0.599619728
"Lao PDR" "East Asia & Pacific" 2008 6022001 66.18439024 0.3687497498
"Latvia" "Europe & Central Asia" 2008 2266094 72.4195122 9.808452682
"Lebanon" "Middle East & North Africa" 2008 4166915 72.04731707 5.342348016
"Lesotho" "Sub-Saharan Africa" 2008 2127412 45.93156098 0.7244746837
"Liberia" "Sub-Saharan Africa" 2008 3658460 54.72763415 0.2747533374
"Libya" "Middle East & North Africa" 2008 6149620 74.329 3.108905543
"Lithuania" "Europe & Central Asia" 2008 3358115 71.81219512 9.34406832
"Luxembourg" "Europe & Central Asia" 2008 488650 80.53902439 80.54816359
"Macedonia, FYR" "Europe & Central Asia" 2008 2052524 74.26712195 3.154700563
"Madagascar" "Sub-Saharan Africa" 2008 19546282 65.83553659 0.1747819881
"Malawi" "Sub-Saharan Africa" 2008 14005113 51.80473171 0.2560313646
"Malaysia" "East Asia & Pacific" 2008 27502008 73.56812195 3.063683687
"Maldives" "South Asia" 2008 307632 75.81104878 4.774404317
"Mali" "Sub-Saharan Africa" 2008 14459990 50.12019512 0.4072324434
"Mauritania" "Sub-Saharan Africa" 2008 3295254 57.6682439 0.4727616691
"Mauritius" "Sub-Saharan Africa" 2008 1268565 72.57073171 3.950731856
"Mexico" "Latin America & Caribbean" 2008 110627158 76.23634146 5.983378052
"Micronesia, Fed. Sts." "East Asia & Pacific" 2008 110367 68.4027561 3.060551423
"Moldova" "Europe & Central Asia" 2008 3570107 68.34865854 1.934219437
"Mongolia" "East Asia & Pacific" 2008 2667474 67.4862439 1.227064693
"Montenegro" "Europe & Central Asia" 2008 629185 74.03358537 5.739169205
"Morocco" "Middle East & North Africa" 2008 31321453 71.3077561 1.531680217
"Mozambique" "Sub-Saharan Africa" 2008 22332900 48.89839024 0.2435753357
"Myanmar" "East Asia & Pacific" 2008 47250315 63.7817561 0.106130592
"Namibia" "Sub-Saharan Africa" 2008 2200422 60.98934146 2.75274878
"Nepal" "South Asia" 2008 28905358 67.52795122 0.2270146522
"Netherlands" "Europe & Central Asia" 2008 16445593 80.25121951 58.36271979
"New Zealand" "East Asia & Pacific" 2008 4268900 80.35121951 28.20247046
"Nicaragua" "Latin America & Caribbean" 2008 5635577 73.11080488 1.052139705
"Niger" "Sub-Saharan Africa" 2008 14450007 53.3344878 0.1945086607
"Nigeria" "Sub-Saharan Africa" 2008 150665730 50.47973171 0.8763128595
"Norway" "Europe & Central Asia" 2008 4768212 80.59268293 81.38628762
"Oman" "Middle East & North Africa" 2008 2636963 72.99860976 4.727088693
"Pakistan" "South Asia" 2008 167442258 64.72195122 0.2892864547
"Panama" "Latin America & Caribbean" 2008 3406487 75.62931707 4.930881736
"Papua New Guinea" "East Asia & Pacific" 2008 6549268 61.70117073 0.5582402014
"Paraguay" "Latin America & Caribbean" 2008 6230242 71.86170732 1.673314687
"Peru" "Latin America & Caribbean" 2008 28463338 73.30570732 2.562936678
"Philippines" "East Asia & Pacific" 2008 90173139 67.98892683 0.7462828181
"Poland" "Europe & Central Asia" 2008 38125759 75.54390244 9.564948917
"Portugal" "Europe & Central Asia" 2008 10622413 78.52439024 24.23551945
"Qatar" "Middle East & North Africa" 2008 1396060 77.7745122 15.4761469
"Romania" "Europe & Central Asia" 2008 21513622 72.56585366 5.164738511
"Russian Federation" "Europe & Central Asia" 2008 141950000 67.84878049 5.96480749
"Rwanda" "Sub-Saharan Africa" 2008 10004092 54.20619512 0.4352995858
"Samoa" "East Asia & Pacific" 2008 181809 71.81370732 1.673488862
"Sao Tome and Principe" "Sub-Saharan Africa" 2008 159852 63.8697561 0.7913477167
"Saudi Arabia" "Middle East & North Africa" 2008 26166639 73.40207317 5.609889098
"Senegal" "Sub-Saharan Africa" 2008 11787123 58.30936585 0.6574653847
"Sierra Leone" "Sub-Saharan Africa" 2008 5612129 46.42526829 0.6317233605
"Singapore" "East Asia & Pacific" 2008 4839400 80.7902439 16.69509156
"Slovak Republic" "Europe & Central Asia" 2008 5406626 74.70487805 13.98669145
"Slovenia" "Europe & Central Asia" 2008 2021316 78.76585366 22.44156118
"Solomon Islands" "East Asia & Pacific" 2008 510221 66.67346341 0.7098564891
"South Africa" "Sub-Saharan Africa" 2008 48793022 51.24021951 4.452355511
"Spain" "Europe & Central Asia" 2008 45555716 81.17560976 31.25584514
"Sri Lanka" "South Asia" 2008 20217000 74.43326829 0.705661622
"St. Lucia" "Latin America & Caribbean" 2008 170331 73.99919512 5.007422188
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2008 109178 71.72109756 2.993922427
"Sudan" "Sub-Saharan Africa" 2008 32438306 60.47792683 0.9674574833
"Suriname" "Latin America & Caribbean" 2008 515066 69.77570732 3.958114926
"Swaziland" "Sub-Saharan Africa" 2008 1031747 47.34192683 2.11017192
"Sweden" "Europe & Central Asia" 2008 9219637 81.1 48.65991151
"Switzerland" "Europe & Central Asia" 2008 7647675 81.99268293 69.95701949
"Syrian Arab Republic" "Middle East & North Africa" 2008 19637776 75.41260976 0.8988517194
"Tajikistan" "Europe & Central Asia" 2008 6691416 66.65597561 0.4307761038
"Tanzania" "Sub-Saharan Africa" 2008 42267667 55.76943902 0.2628317021
"Thailand" "East Asia & Pacific" 2008 68267982 73.61326829 1.58415597
"Togo" "Sub-Saharan Africa" 2008 5776837 55.88031707 0.3543502773
"Tonga" "East Asia & Pacific" 2008 102910 71.8764878 2.068143218
"Trinidad and Tobago" "Latin America & Caribbean" 2008 1331040 69.30514634 9.091604177
"Tunisia" "Middle East & North Africa" 2008 10328900 74.30243902 2.463780725
"Turkey" "Europe & Central Asia" 2008 70923730 73.12963415 6.240032834
"Turkmenistan" "Europe & Central Asia" 2008 4918396 64.67570732 0.8050645805
"Uganda" "Sub-Saharan Africa" 2008 31339392 52.43997561 0.400052934
"Ukraine" "Europe & Central Asia" 2008 46258200 68.25146341 2.596442146
"United Arab Emirates" "Middle East & North Africa" 2008 6206623 76.22134146 15.18825343
"United Kingdom" "Europe & Central Asia" 2008 61393521 79.6 37.60207315
"United States" "North America" 2008 304093966 77.93902439 77.60474973
"Uruguay" "Latin America & Caribbean" 2008 3334052 75.98073171 7.223730404
"Uzbekistan" "Europe & Central Asia" 2008 27302700 67.56697561 0.5754981458
"Vanuatu" "East Asia & Pacific" 2008 228041 70.24358537 1.346715724
"Venezuela, RB" "Latin America & Caribbean" 2008 27935000 73.75756098 6.344285653
"Vietnam" "East Asia & Pacific" 2008 85122300 74.38546341 0.7047103365
"Yemen, Rep." "Middle East & North Africa" 2008 22626595 64.13956098 0.6822630216
"Zambia" "Sub-Saharan Africa" 2008 12379612 47.05243902 0.7094689796
"Albania" "Europe & Central Asia" 2009 3192723 76.76109756 2.382603038
"Algeria" "Middle East & North Africa" 2009 34950168 72.6227561 1.805017691
"Angola" "Sub-Saharan Africa" 2009 18555115 50.25102439 2.365510202
"Argentina" "Latin America & Caribbean" 2009 40062470 75.46409756 7.250367866
"Armenia" "Europe & Central Asia" 2009 3084979 73.64553659 1.287742572
"Australia" "East Asia & Pacific" 2009 21778800 81.54390244 41.18488722
"Austria" "Europe & Central Asia" 2009 8365275 80.08292683 51.10543173
"Azerbaijan" "Europe & Central Asia" 2009 8947243 70.31763415 2.857955834
"Bahamas, The" "Latin America & Caribbean" 2009 338358 74.97526829 17.01203169
"Bahrain" "Middle East & North Africa" 2009 1169578 74.88978049 7.480431977
"Bangladesh" "South Asia" 2009 147030145 68.32521951 0.2244012725
"Barbados" "Latin America & Caribbean" 2009 272750 76.41302439 8.427385236
"Belarus" "Europe & Central Asia" 2009 9507000 70.40731707 3.107473675
"Belgium" "Europe & Central Asia" 2009 10796493 79.98292683 46.73942439
"Belize" "Latin America & Caribbean" 2009 333200 75.6185122 2.539885813
"Benin" "Sub-Saharan Africa" 2009 8601771 55.17341463 0.3416856338
"Bhutan" "South Asia" 2009 713665 66.53204878 0.8131767016
"Bolivia" "Latin America & Caribbean" 2009 9773441 65.96385366 1.022787767
"Bosnia and Herzegovina" "Europe & Central Asia" 2009 3767683 75.25043902 4.610259805
"Botswana" "Sub-Saharan Africa" 2009 1981576 53.01153659 2.8375697
"Brazil" "Latin America & Caribbean" 2009 193246610 72.75980488 7.338992956
"Brunei Darussalam" "East Asia & Pacific" 2009 391837 77.79792683 8.336900102
"Bulgaria" "Europe & Central Asia" 2009 7585131 73.41219512 4.627499222
"Burkina Faso" "Sub-Saharan Africa" 2009 15984479 54.46604878 0.3877346279
"Burundi" "Sub-Saharan Africa" 2009 8170853 49.42126829 0.1995282351
"Cambodia" "East Asia & Pacific" 2009 13977903 62.07219512 0.4720393916
"Cameroon" "Sub-Saharan Africa" 2009 19175028 50.58292683 0.6041218882
"Canada" "North America" 2009 33726915 80.66178049 45.22483828
"Cape Verde" "Sub-Saharan Africa" 2009 491621 73.58680488 1.477241883
"Central African Republic" "Sub-Saharan Africa" 2009 4318128 46.88370732 0.1641526539
"Chad" "Sub-Saharan Africa" 2009 10937089 48.88531707 0.2844284012
"Chile" "Latin America & Caribbean" 2009 16955737 78.76270732 7.823042229
"China" "East Asia & Pacific" 2009 1331260000 73.0565122 1.912824584
"Colombia" "Latin America & Caribbean" 2009 45654044 73.20997561 3.609739273
"Comoros" "Sub-Saharan Africa" 2009 715774 60.22907317 0.2961720469
"Congo, Dem. Rep." "Sub-Saharan Africa" 2009 64204304 47.79692683 0.1596661882
"Congo, Rep." "Sub-Saharan Africa" 2009 3941454 56.5587561 0.5514457398
"Costa Rica" "Latin America & Caribbean" 2009 4590790 79.06917073 6.604261765
"Cote d'Ivoire" "Sub-Saharan Africa" 2009 19350026 54.05590244 0.7094074308
"Croatia" "Europe & Central Asia" 2009 4429000 76.16829268 10.95203048
"Cuba" "Latin America & Caribbean" 2009 11262628 78.77321951 6.505523633
"Cyprus" "Europe & Central Asia" 2009 1090473 79.19695122 20.6689422
"Czech Republic" "Europe & Central Asia" 2009 10487178 77.07804878 14.94456082
"Denmark" "Europe & Central Asia" 2009 5523095 78.59756098 64.51703536
"Djibouti" "Middle East & North Africa" 2009 872090 57.14504878 0.9268621437
"Dominican Republic" "Latin America & Caribbean" 2009 9796852 72.96197561 2.582401499
"Ecuador" "Latin America & Caribbean" 2009 14261566 75.30219512 2.984485265
"Egypt, Arab Rep." "Middle East & North Africa" 2009 79716203 72.73412195 1.179955658
"El Salvador" "Latin America & Caribbean" 2009 6160423 71.52060976 2.2771171
"Equatorial Guinea" "Sub-Saharan Africa" 2009 681115 50.5447561 9.280539197
"Eritrea" "Sub-Saharan Africa" 2009 5097998 60.55692683 0.1140494653
"Estonia" "Europe & Central Asia" 2009 1340271 74.82439024 10.04459146
"Ethiopia" "Sub-Saharan Africa" 2009 81187751 58.11817073 0.1554771145
"Fiji" "East Asia & Pacific" 2009 852323 69.10202439 1.459251811
"Finland" "Europe & Central Asia" 2009 5338871 79.7195122 41.13189095
"France" "Europe & Central Asia" 2009 64720232 81.06829268 47.64539587
"Gabon" "Sub-Saharan Africa" 2009 1477514 61.84912195 2.73415401
"Gambia, The" "Sub-Saharan Africa" 2009 1681734 57.83821951 0.2560691022
"Germany" "Europe & Central Asia" 2009 81902307 79.83658537 47.2376117
"Ghana" "Sub-Saharan Africa" 2009 23824402 63.38817073 0.5419341778
"Greece" "Europe & Central Asia" 2009 11282760 80.18780488 31.80176521
"Grenada" "Latin America & Caribbean" 2009 104097 75.49234146 4.619720658
"Guatemala" "Latin America & Caribbean" 2009 14033623 70.58463415 1.897880591
"Guinea" "Sub-Saharan Africa" 2009 9761217 53.16992683 0.3024476036
"Guinea-Bissau" "Sub-Saharan Africa" 2009 1484120 47.3132439 0.3690501963
"Guyana" "Latin America & Caribbean" 2009 753013 69.19787805 1.730377056
"Haiti" "Latin America & Caribbean" 2009 9864241 61.43468293 0.4236906091
"Honduras" "Latin America & Caribbean" 2009 7449923 72.532 1.731055604
"Hungary" "Europe & Central Asia" 2009 10022650 73.90487805 9.774969517
"Iceland" "Europe & Central Asia" 2009 318499 81.75121951 36.57257599
"India" "South Asia" 2009 1207740408 64.77856098 0.4359120015
"Indonesia" "East Asia & Pacific" 2009 237414495 68.47097561 0.6499271658
"Iran, Islamic Rep." "Middle East & North Africa" 2009 73137148 72.49207317 2.897594223
"Ireland" "Europe & Central Asia" 2009 4458942 79.88780488 47.1357134
"Israel" "Middle East & North Africa" 2009 7485600 81.40487805 19.97898408
"Italy" "Europe & Central Asia" 2009 60192698 81.38536585 33.23340575
"Jamaica" "Latin America & Caribbean" 2009 2695600 72.59465854 2.300655058
"Jordan" "Middle East & North Africa" 2009 5915000 73.15095122 3.772493801
"Kazakhstan" "Europe & Central Asia" 2009 16093481 68.42926829 3.258709875
"Kenya" "Sub-Saharan Africa" 2009 39462188 55.83936585 0.358384555
"Korea, Rep." "East Asia & Pacific" 2009 49182000 80.29731707 11.73749812
"Kuwait" "Middle East & North Africa" 2009 2646286 74.48756098 15.79928129
"Kyrgyz Republic" "Europe & Central Asia" 2009 5383300 69.10243902 0.604615506
"Lao PDR" "East Asia & Pacific" 2009 6112143 66.6515122 0.3445943197
"Latvia" "Europe & Central Asia" 2009 2254834 73.0804878 7.840887534
"Lebanon" "Middle East & North Africa" 2009 4196990 72.22978049 5.892156078
"Lesotho" "Sub-Saharan Africa" 2009 2149201 46.66936585 0.8323284622
"Liberia" "Sub-Saharan Africa" 2009 3835929 55.47919512 0.4144821012
"Libya" "Middle East & North Africa" 2009 6262667 74.54556098 3.445654841
"Lithuania" "Europe & Central Asia" 2009 3339456 72.91463415 8.357187761
"Luxembourg" "Europe & Central Asia" 2009 497783 80.63658537 82.62379612
"Macedonia, FYR" "Europe & Central Asia" 2009 2056769 74.44387805 2.969186626
"Madagascar" "Sub-Saharan Africa" 2009 20124150 66.19136585 0.1564484428
"Malawi" "Sub-Saharan Africa" 2009 14442290 52.68095122 0.2898891911
"Malaysia" "East Asia & Pacific" 2009 27949395 73.79080488 3.165221427
"Maldives" "South Asia" 2009 311739 76.19565854 4.895185
"Mali" "Sub-Saharan Africa" 2009 14909813 50.53604878 0.4117896466
"Mauritania" "Sub-Saharan Africa" 2009 3377630 57.91963415 0.4809352458
"Mauritius" "Sub-Saharan Africa" 2009 1275032 72.88243902 3.886444557
"Mexico" "Latin America & Caribbean" 2009 112033369 76.46556098 5.257222727
"Micronesia, Fed. Sts." "East Asia & Pacific" 2009 110676 68.58304878 3.358728114
"Moldova" "Europe & Central Asia" 2009 3565603 68.61143902 1.904330986
"Mongolia" "East Asia & Pacific" 2009 2711659 67.86412195 0.9793877757
"Montenegro" "Europe & Central Asia" 2009 630435 74.15007317 6.212344287
"Morocco" "Middle East & North Africa" 2009 31634524 71.58941463 1.622295098
"Mozambique" "Sub-Saharan Africa" 2009 22858607 49.27802439 0.2643197978
"Myanmar" "East Asia & Pacific" 2009 47601374 64.1995122 0.142411315
"Namibia" "Sub-Saharan Africa" 2009 2242078 61.61858537 2.78475674
"Nepal" "South Asia" 2009 29432743 68.00168293 0.2378145003
"Netherlands" "Europe & Central Asia" 2009 16530388 80.54878049 57.66064809
"New Zealand" "East Asia & Pacific" 2009 4315800 80.70243902 27.01929975
"Nicaragua" "Latin America & Caribbean" 2009 5710230 73.43443902 1.098926286
"Niger" "Sub-Saharan Africa" 2009 14972257 53.81582927 0.1900263461
"Nigeria" "Sub-Saharan Africa" 2009 154488072 50.94941463 0.7438236593
"Norway" "Europe & Central Asia" 2009 4828726 80.79512195 75.92895653
"Oman" "Middle East & North Africa" 2009 2712141 73.00409756 5.111986165
"Pakistan" "South Asia" 2009 170494367 64.95521951 0.2632283237
"Panama" "Latin America & Caribbean" 2009 3461901 75.8012439 5.648851756
"Papua New Guinea" "East Asia & Pacific" 2009 6703361 62.07390244 0.4997848014
"Paraguay" "Latin America & Caribbean" 2009 6341892 72.06831707 1.875949396
"Peru" "Latin America & Caribbean" 2009 28765162 73.54307317 2.357661264
"Philippines" "East Asia & Pacific" 2009 91703090 68.2255122 0.765542007
"Poland" "Europe & Central Asia" 2009 38151603 75.69512195 8.146296652
"Portugal" "Europe & Central Asia" 2009 10632482 78.72682927 23.81085737
"Qatar" "Middle East & North Africa" 2009 1597765 77.93919512 16.12145098
"Romania" "Europe & Central Asia" 2009 21480401 73.3097561 4.314224542
"Russian Federation" "Europe & Central Asia" 2009 141910000 68.60487805 5.272319621
"Rwanda" "Sub-Saharan Africa" 2009 10311275 54.66580488 0.5107412065
"Samoa" "East Asia & Pacific" 2009 182401 72.06356098 1.538901905
"Sao Tome and Principe" "Sub-Saharan Africa" 2009 162515 64.10753659 1.006326906
"Saudi Arabia" "Middle East & North Africa" 2009 26809105 73.63217073 5.758944585
"Senegal" "Sub-Saharan Africa" 2009 12106865 58.63231707 0.6043637774
"Sierra Leone" "Sub-Saharan Africa" 2009 5739293 46.95768293 0.7227930659
"Singapore" "East Asia & Pacific" 2009 4987600 81.24146341 17.71892551
"Slovak Republic" "Europe & Central Asia" 2009 5418590 74.9097561 14.7358743
"Slovenia" "Europe & Central Asia" 2009 2039669 78.97073171 22.31492329
"Solomon Islands" "East Asia & Pacific" 2009 524125 67.06712195 0.9006974446
"South Africa" "Sub-Saharan Africa" 2009 49320150 51.61131707 4.953104565
"Spain" "Europe & Central Asia" 2009 45908594 81.47560976 30.51604966
"Sri Lanka" "South Asia" 2009 20450000 74.56660976 0.7079479431
"St. Lucia" "Latin America & Caribbean" 2009 172370 74.23807317 5.253694813
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2009 109269 71.92126829 3.166982319
"Sudan" "Sub-Saharan Africa" 2009 32970881 60.78546341 0.9252103509
"Suriname" "Latin America & Caribbean" 2009 519861 70.06702439 4.47052812
"Swaziland" "Sub-Saharan Africa" 2009 1043509 47.88882927 2.202134211
"Sweden" "Europe & Central Asia" 2009 9298515 81.35121951 43.37087862
"Switzerland" "Europe & Central Asia" 2009 7743831 82.04390244 71.84224075
"Syrian Arab Republic" "Middle East & North Africa" 2009 20038112 75.56034146 0.9544026999
"Tajikistan" "Europe & Central Asia" 2009 6783390 66.96768293 0.4351709825
"Tanzania" "Sub-Saharan Africa" 2009 43524738 56.58973171 0.2758928319
"Thailand" "East Asia & Pacific" 2009 68706122 73.76802439 1.601372017
"Togo" "Sub-Saharan Africa" 2009 5901859 56.20280488 0.3854821121
"Tonga" "East Asia & Pacific" 2009 103519 72.01387805 1.451181276
"Trinidad and Tobago" "Latin America & Caribbean" 2009 1336349 69.53609756 9.345823475
"Tunisia" "Middle East & North Africa" 2009 10439600 74.45121951 2.420197721
